Player Named,Player Nationality,Player Position,Player Age,90 Minutes Played,Shot-Creating Actions (SCA),Shot-Creating Actions per 90 Minutes,Passes Leading to Goal-Creating Actions (Live),Passes Leading to Goal-Creating Actions (Dead),Through Balls Leading to Goal-Creating Actions,Shots Leading to Goal-Creating Actions,Fouls Leading to Goal-Creating Actions,Defensive Actions Leading to Goal-Creating Actions,Goal-Creating Actions (GCA),Goal-Creating Actions per 90 Minutes,Passes Leading to Goal-Creating Actions (Live),Passes Leading to Goal-Creating Actions (Dead),Through Balls Leading to Goal-Creating Actions,Shots Leading to Goal-Creating Actions,Fouls Leading to Goal-Creating Actions,Defensive Actions Leading to Goal-Creating Actions,Matches Played
Aymeric Laporte,es ESP,DF,29-342,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Cole Palmer,eng ENG,MF,21-363,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
James Mcatee,eng ENG,MF,21-198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Virgil van Dijk,nl NED,DF,32-300,32.3,59.0,1.83,54.0,0.0,0.0,5.0,0.0,0.0,4.0,0.12,4.0,0.0,0.0,0.0,0.0,0.0,Matches
Luis Daz,co COL,FW,27-111,26.8,150.0,5.6,110.0,1.0,16.0,14.0,8.0,1.0,9.0,0.34,9.0,0.0,0.0,0.0,0.0,0.0,Matches
Alexis Mac Allister,ar ARG,MF,25-131,26.3,101.0,3.84,85.0,5.0,3.0,1.0,5.0,2.0,12.0,0.46,10.0,1.0,1.0,0.0,0.0,0.0,Matches
Mohamed Salah,eg EGY,FW,31-323,25.2,125.0,4.97,95.0,2.0,5.0,17.0,5.0,1.0,17.0,0.68,13.0,0.0,2.0,1.0,1.0,0.0,Matches
Alisson,br BRA,GK,31-214,25.0,11.0,0.44,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Dominik Szoboszlai,hu HUN,MF,23-191,23.0,107.0,4.65,78.0,20.0,4.0,2.0,3.0,0.0,7.0,0.3,5.0,0.0,0.0,1.0,1.0,0.0,Matches
Darwin Nez,uy URU,FW,24-314,22.2,79.0,3.56,60.0,0.0,5.0,12.0,2.0,0.0,14.0,0.63,11.0,0.0,0.0,2.0,1.0,0.0,Matches
Trent AlexanderArnold,eng ENG,DF,25-209,21.2,112.0,5.29,74.0,29.0,5.0,4.0,0.0,0.0,7.0,0.33,4.0,3.0,0.0,0.0,0.0,0.0,Matches
Ibrahima Konat,fr FRA,DF,24-344,17.5,24.0,1.37,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Wataru Endo,jp JPN,MF,31-084,16.6,45.0,2.71,35.0,0.0,2.0,3.0,2.0,3.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Joe Gomez,eng ENG,DF,26-346,18.5,49.0,2.64,42.0,0.0,1.0,3.0,3.0,0.0,4.0,0.22,4.0,0.0,0.0,0.0,0.0,0.0,Matches
Andrew Robertson,sct SCO,DF,30-053,17.1,78.0,4.56,45.0,32.0,0.0,0.0,1.0,0.0,5.0,0.29,3.0,2.0,0.0,0.0,0.0,0.0,Matches
Cody Gakpo,nl NED,"FW,MF",24-362,15.6,58.0,3.72,37.0,1.0,6.0,10.0,3.0,1.0,8.0,0.51,5.0,0.0,1.0,2.0,0.0,0.0,Matches
Diogo Jota,pt POR,FW,27-151,12.7,48.0,3.77,36.0,0.0,5.0,3.0,4.0,0.0,14.0,1.1,7.0,0.0,4.0,1.0,2.0,0.0,Matches
Curtis Jones,eng ENG,MF,23-094,12.7,35.0,2.76,27.0,0.0,3.0,3.0,1.0,1.0,3.0,0.24,3.0,0.0,0.0,0.0,0.0,0.0,Matches
Ryan Gravenberch,nl NED,MF,21-353,11.9,40.0,3.37,32.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jarell Quansah,eng ENG,DF,21-095,10.2,10.0,0.98,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Caoimhn Kelleher,ie IRL,GK,25-162,10.0,2.0,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Conor Bradley,nir NIR,DF,20-299,8.1,27.0,3.32,18.0,1.0,3.0,2.0,1.0,2.0,3.0,0.37,2.0,1.0,0.0,0.0,0.0,0.0,Matches
Jol Matip,cm CMR,DF,32-269,8.7,8.0,0.92,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Harvey Elliott,eng ENG,"MF,FW",21-029,12.4,56.0,4.51,48.0,2.0,1.0,3.0,1.0,1.0,5.0,0.4,4.0,0.0,0.0,0.0,1.0,0.0,Matches
Kostas Tsimikas,gr GRE,DF,27-357,7.5,32.0,4.24,20.0,9.0,0.0,0.0,2.0,1.0,2.0,0.27,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Bobby Clark,eng ENG,MF,19-086,1.0,1.0,1.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ben Doak,sct SCO,FW,18-174,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jayden Danns,eng ENG,FW,18-108,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Owen Beck,wls WAL,DF,21-268,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Thiago Alcntara,es ESP,MF,33-022,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
James McConnell,eng ENG,MF,19-233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Kaide Gordon,eng ENG,FW,19-211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ollie Watkins,eng ENG,FW,28-125,33.0,96.0,2.91,68.0,0.0,6.0,17.0,4.0,1.0,24.0,0.73,14.0,0.0,1.0,7.0,2.0,0.0,Matches
Emiliano Martnez,ar ARG,GK,31-244,32.5,3.0,0.09,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Ezri Konsa,eng ENG,DF,26-193,31.1,32.0,1.03,23.0,1.0,2.0,2.0,3.0,1.0,6.0,0.19,3.0,1.0,0.0,0.0,1.0,1.0,Matches
Douglas Luiz,br BRA,MF,25-360,30.4,112.0,3.69,58.0,33.0,6.0,9.0,5.0,1.0,10.0,0.33,5.0,4.0,0.0,0.0,1.0,0.0,Matches
John McGinn,sct SCO,"MF,FW",29-198,30.4,102.0,3.36,86.0,8.0,5.0,2.0,1.0,0.0,14.0,0.46,11.0,1.0,2.0,0.0,0.0,0.0,Matches
Pau Torres,es ESP,DF,27-108,25.4,23.0,0.91,22.0,1.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Lucas Digne,fr FRA,DF,30-288,23.8,67.0,2.82,46.0,15.0,0.0,3.0,2.0,1.0,4.0,0.17,4.0,0.0,0.0,0.0,0.0,0.0,Matches
Matty Cash,pl POL,DF,26-270,23.1,44.0,1.91,34.0,1.0,0.0,6.0,2.0,1.0,8.0,0.35,7.0,0.0,0.0,0.0,1.0,0.0,Matches
Moussa Diaby,fr FRA,"FW,MF",24-301,21.4,69.0,3.22,58.0,1.0,4.0,4.0,2.0,0.0,8.0,0.37,8.0,0.0,0.0,0.0,0.0,0.0,Matches
Leon Bailey,jm JAM,"MF,FW",26-268,21.0,91.0,4.34,66.0,7.0,8.0,7.0,2.0,1.0,11.0,0.52,7.0,1.0,1.0,2.0,0.0,0.0,Matches
Boubacar Kamara,fr FRA,MF,24-162,18.4,38.0,2.07,33.0,0.0,0.0,2.0,1.0,2.0,3.0,0.16,3.0,0.0,0.0,0.0,0.0,0.0,Matches
Diego Carlos,br BRA,DF,31-049,17.2,7.0,0.41,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Youri Tielemans,be BEL,"MF,FW",26-362,17.3,49.0,2.83,40.0,1.0,1.0,3.0,2.0,2.0,16.0,0.92,14.0,0.0,0.0,1.0,0.0,1.0,Matches
Clment Lenglet,fr FRA,DF,28-321,11.8,15.0,1.27,11.0,1.0,0.0,3.0,0.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,Matches
lex Moreno,es ESP,DF,30-330,11.4,22.0,1.92,19.0,0.0,2.0,1.0,0.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Nicol Zaniolo,it ITA,"FW,MF",24-306,9.2,27.0,2.95,18.0,0.0,2.0,5.0,1.0,1.0,3.0,0.33,3.0,0.0,0.0,0.0,0.0,0.0,Matches
Jacob Ramsey,eng ENG,"FW,MF",22-341,9.5,29.0,3.06,23.0,2.0,1.0,2.0,0.0,1.0,3.0,0.32,2.0,1.0,0.0,0.0,0.0,0.0,Matches
Morgan Rogers,eng ENG,"MF,FW",21-282,6.8,22.0,3.24,17.0,0.0,3.0,0.0,2.0,0.0,4.0,0.59,2.0,0.0,1.0,0.0,1.0,0.0,Matches
Jhon Durn,co COL,"FW,MF",20-142,3.9,12.0,3.04,8.0,0.0,1.0,1.0,1.0,1.0,4.0,1.01,1.0,0.0,1.0,0.0,1.0,1.0,Matches
Robin Olsen,se SWE,GK,34-116,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Tim Iroegbunam,eng ENG,MF,20-308,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Leander Dendoncker,be BEL,MF,29-018,1.3,2.0,1.51,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.76,0.0,0.0,0.0,0.0,1.0,0.0,Matches
Tyrone Mings,eng ENG,DF,31-051,0.3,2.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Calum Chambers,eng ENG,"DF,MF",29-104,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Philippe Coutinho,br BRA,"MF,FW",31-326,0.3,2.0,7.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Omari Kellyman,eng ENG,FW,18-231,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Bertrand Traor,bf BFA,"DF,FW",28-240,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Cameron Archer,eng ENG,MF,22-287,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jaden Philogene Bidace,eng ENG,FW,22-085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Kaine KeslerHayden,eng ENG,DF,21-193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Guglielmo Vicario,it ITA,GK,27-209,34.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Pedro Porro,es ESP,DF,24-233,30.5,92.0,3.02,53.0,27.0,3.0,5.0,4.0,0.0,11.0,0.36,8.0,3.0,0.0,0.0,0.0,0.0,Matches
Son Heungmin,kr KOR,FW,31-300,28.6,105.0,3.67,86.0,0.0,10.0,6.0,2.0,1.0,14.0,0.49,10.0,0.0,3.0,0.0,1.0,0.0,Matches
Cristian Romero,ar ARG,DF,26-006,27.0,31.0,1.15,26.0,2.0,0.0,2.0,0.0,1.0,2.0,0.07,1.0,0.0,0.0,1.0,0.0,0.0,Matches
Dejan Kulusevski,se SWE,"FW,MF",24-008,27.8,119.0,4.28,97.0,1.0,9.0,10.0,0.0,2.0,8.0,0.29,6.0,0.0,1.0,0.0,0.0,1.0,Matches
Destiny Udogie,it ITA,DF,21-157,26.6,57.0,2.15,51.0,0.0,4.0,2.0,0.0,0.0,7.0,0.26,6.0,0.0,0.0,1.0,0.0,0.0,Matches
Yves Bissouma,ml MLI,MF,27-247,21.2,39.0,1.82,31.0,1.0,3.0,0.0,0.0,4.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Micky van de Ven,nl NED,DF,23-014,22.0,6.0,0.27,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
James Maddison,eng ENG,MF,27-162,20.5,138.0,6.85,94.0,17.0,9.0,6.0,9.0,3.0,16.0,0.79,10.0,1.0,2.0,1.0,1.0,1.0,Matches
Pape Matar Sarr,sn SEN,MF,21-232,19.5,45.0,2.27,36.0,0.0,0.0,3.0,2.0,4.0,7.0,0.35,6.0,0.0,0.0,1.0,0.0,0.0,Matches
Brennan Johnson,wls WAL,FW,22-346,19.2,53.0,2.74,39.0,0.0,4.0,6.0,3.0,1.0,10.0,0.52,8.0,0.0,0.0,1.0,0.0,1.0,Matches
Richarlison,br BRA,FW,26-359,16.2,31.0,1.87,21.0,0.0,3.0,5.0,1.0,1.0,4.0,0.24,4.0,0.0,0.0,0.0,0.0,0.0,Matches
Ben Davies,wls WAL,DF,31-009,12.1,15.0,1.24,14.0,0.0,0.0,0.0,1.0,0.0,2.0,0.17,1.0,0.0,0.0,0.0,1.0,0.0,Matches
Emerson,br BRA,DF,25-110,12.1,17.0,1.4,11.0,2.0,0.0,1.0,2.0,1.0,3.0,0.25,1.0,2.0,0.0,0.0,0.0,0.0,Matches
Timo Werner,de GER,FW,28-058,9.0,34.0,3.78,25.0,0.0,4.0,4.0,1.0,0.0,7.0,0.78,7.0,0.0,0.0,0.0,0.0,0.0,Matches
Rodrigo Bentancur,uy URU,MF,26-313,8.9,24.0,2.8,21.0,0.0,1.0,0.0,0.0,2.0,4.0,0.47,3.0,0.0,0.0,0.0,0.0,1.0,Matches
Pierre Hjbjerg,dk DEN,MF,28-272,13.3,34.0,2.61,31.0,0.0,2.0,1.0,0.0,0.0,2.0,0.15,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Oliver Skipp,eng ENG,"MF,FW",23-230,6.5,13.0,2.01,12.0,0.0,0.0,1.0,0.0,0.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Giovani Lo Celso,ar ARG,MF,28-024,5.3,21.0,3.95,17.0,2.0,0.0,1.0,1.0,0.0,3.0,0.56,3.0,0.0,0.0,0.0,0.0,0.0,Matches
Radu Drguin,ro ROU,DF,22-090,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Bryan Gil,es ESP,"FW,MF",23-082,2.3,7.0,3.21,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.46,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Manor Solomon,il ISR,FW,24-284,2.2,19.0,8.59,16.0,0.0,1.0,1.0,1.0,0.0,2.0,0.9,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Eric Dier,eng ENG,DF,30-109,2.2,2.0,0.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ivan Perii,hr CRO,FW,35-091,1.1,8.0,6.99,6.0,1.0,1.0,0.0,0.0,0.0,2.0,1.75,1.0,1.0,0.0,0.0,0.0,0.0,Matches
Davinson Snchez,co COL,DF,27-326,0.9,1.0,1.17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alejo Vliz,ar ARG,FW,20-227,0.6,1.0,1.84,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jamie Donley,eng ENG,FW,19-121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Dane Scarlett,eng ENG,FW,20-040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Andr Onana,cm CMR,GK,28-031,34.0,6.0,0.18,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Bruno Fernandes,pt POR,"MF,FW",29-238,33.0,200.0,6.06,137.0,44.0,7.0,9.0,1.0,2.0,18.0,0.55,11.0,3.0,2.0,2.0,0.0,0.0,Matches
Diogo Dalot,pt POR,DF,25-046,31.3,71.0,2.27,61.0,3.0,2.0,3.0,1.0,1.0,7.0,0.22,6.0,0.0,0.0,1.0,0.0,0.0,Matches
Marcus Rashford,eng ENG,FW,26-185,25.0,85.0,3.4,55.0,1.0,16.0,7.0,6.0,0.0,11.0,0.44,9.0,0.0,1.0,0.0,1.0,0.0,Matches
Alejandro Garnacho,ar ARG,FW,19-307,24.6,106.0,4.31,73.0,0.0,10.0,12.0,10.0,1.0,14.0,0.57,9.0,0.0,1.0,1.0,2.0,1.0,Matches
Rasmus Hjlund,dk DEN,FW,21-089,21.7,52.0,2.4,39.0,0.0,4.0,4.0,3.0,2.0,3.0,0.14,2.0,0.0,1.0,0.0,0.0,0.0,Matches
Casemiro,br BRA,"MF,DF",32-070,18.0,33.0,1.83,28.0,2.0,0.0,2.0,1.0,0.0,3.0,0.17,3.0,0.0,0.0,0.0,0.0,0.0,Matches
Kobbie Mainoo,eng ENG,MF,19-014,17.6,33.0,1.87,25.0,0.0,3.0,3.0,2.0,0.0,7.0,0.4,2.0,0.0,2.0,2.0,1.0,0.0,Matches
Harry Maguire,eng ENG,DF,31-059,18.4,24.0,1.31,19.0,0.0,0.0,1.0,1.0,3.0,4.0,0.22,2.0,0.0,0.0,1.0,1.0,0.0,Matches
Aaron WanBissaka,eng ENG,DF,26-159,15.8,22.0,1.39,20.0,1.0,0.0,0.0,1.0,0.0,3.0,0.19,3.0,0.0,0.0,0.0,0.0,0.0,Matches
Raphal Varane,fr FRA,DF,31-008,15.0,15.0,1.0,12.0,1.0,0.0,2.0,0.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Scott McTominay,sct SCO,"MF,FW",27-147,18.1,22.0,1.21,16.0,0.0,1.0,4.0,0.0,1.0,2.0,0.11,1.0,0.0,0.0,0.0,0.0,1.0,Matches
Victor Lindelf,se SWE,DF,29-291,14.8,19.0,1.29,19.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2,3.0,0.0,0.0,0.0,0.0,0.0,Matches
